"","user_id","event","tickets","event_id","attendance"
"437","396223","Maná",8,"1653",8
"438","72909","Maná",2,"1653",5
"439","173936","Maná",16,"1653",4
"440","553407","Maná",20,"1653",4
"441","241561","Maná",10,"1653",37
"442","44001","Maná",10,"1653",3
"443","280337","Maná",4,"1653",5
"444","434781","Maná",12,"1653",3
"445","241560","Maná",4,"1653",5
"446","59222","Maná",10,"1653",14
"447","454522","Maná",2,"1653",6
"448","413954","Maná",21,"1653",17
"449","755569","Maná",2,"1653",5
"450","371058","Maná",4,"1653",13
"451","142747","Maná",4,"1653",12
"452","500995","Maná",2,"1653",20
"453","656065","Maná",5,"1653",7
"454","323265","Maná",5,"1653",5
"455","424363","Maná",4,"1653",4
"456","83175","Maná",4,"1653",4
"457","193044","Maná",2,"1653",6
"458","535752","Maná",2,"1653",11
"459","242346","Maná",2,"1653",13
"460","556515","Maná",2,"1653",11
"461","612925","Maná",24,"1653",3
"462","516130","Maná",2,"1653",9
"463","169037","Maná",2,"1653",6
"464","431553","Alan Jackson",3,"69",20
"465","605148","Alan Jackson",4,"69",20
"466","681933","Maná",3,"1653",5
"467","444520","Alan Jackson",2,"69",8
"468","104876","Maná",6,"1653",18
"469","66154","Alan Jackson",1,"69",6
"470","308596","Maná",1,"1653",3
"471","668236","Maná",3,"1653",5
"472","723300","Alan Jackson",8,"69",10
"473","154067","Maná",8,"1653",5
"474","512713","Alan Jackson",2,"69",14
"475","485438","Alan Jackson",2,"69",9
"476","281396","Maná",8,"1653",29
"477","572375","Maná",6,"1653",4
"478","283571","Maná",2,"1653",8
"479","171350","Maná",4,"1653",7
"480","429235","Maná",1,"1653",5
"481","49881","Alan Jackson",4,"69",6
"482","53001","Maná",26,"1653",12
"483","714231","Maná",2,"1653",3
"484","29535","Maná",4,"1653",15
"485","480026","Alan Jackson",4,"69",3
"486","86611","Maná",2,"1653",3
"487","601819","Alan Jackson",2,"69",3
"488","543368","Maná",8,"1653",11
"489","131905","Alan Jackson",8,"69",11
"490","314139","Maná",16,"1653",4
"491","735587","Il Divo",4,"1192",3
"492","666389","Adele",2,"55",5
"493","684494","Adele",1,"55",10
"494","229084","Adele",4,"55",11
"495","557","Adele",2,"55",10
"496","173939","Adele",3,"55",4
"497","546761","Adele",2,"55",5
"498","575926","Adele",4,"55",3
"499","79054","Adele",2,"55",61
"500","241956","Adele",4,"55",3
"501","2369","Adele",4,"55",4
"502","675923","Adele",4,"55",3
"503","267152","Adele",4,"55",3
"504","732153","Adele",1,"55",3
"505","308421","Adele",2,"55",3
"506","323871","Adele",2,"55",5
"507","640943","Adele",2,"55",3
"508","435587","Adele",4,"55",5
"509","497095","Adele",2,"55",9
"510","607846","Adele",1,"55",11
"511","594040","Adele",5,"55",3
"512","398662","Adele",3,"55",4
"513","638049","Adele",2,"55",19
"514","465838","Adele",2,"55",9
"515","387862","Adele",4,"55",3
"516","376806","Adele",3,"55",5
"517","220593","Adele",4,"55",4
"518","75203","Adele",4,"55",3
"519","379527","Maná",4,"1653",4
"520","504183","Maná",3,"1653",4
"521","196385","Maná",8,"1653",21
"522","11808","Maná",2,"1653",12
"523","246877","Maná",16,"1653",30
"524","495473","Maná",4,"1653",12
"525","110998","Maná",24,"1653",8
"526","182472","Marillion",2,"1667",39
"527","306068","Maná",6,"1653",3
"528","267452","Maná",2,"1653",9
"529","126413","Maná",2,"1653",16
"530","667652","Maná",2,"1653",12
"531","33738","Maná",8,"1653",13
"532","249935","Maná",2,"1653",13
"533","161631","Maná",6,"1653",10
"534","75491","Il Divo",2,"1192",13
"535","640231","Adele",3,"55",3
"536","716829","Adele",2,"55",4
"537","27460","Il Divo",2,"1192",5
"538","370554","Maná",1,"1653",4
"539","487755","Adele",4,"55",3
"540","3962","Adele",4,"55",4
"541","523666","Il Divo",4,"1192",7
"542","720026","Adele",2,"55",4
"543","211263","Il Divo",2,"1192",4
"544","539179","Maná",28,"1653",25
"545","532546","Maná",4,"1653",9
"546","753584","Maná",8,"1653",5
"547","596092","Maná",4,"1653",4
"548","453825","Maná",8,"1653",4
"549","111300","Maná",16,"1653",3
"550","429612","Maná",4,"1653",3
"551","591968","Maná",4,"1653",5
"552","623585","Maná",3,"1653",4
"553","421551","Maná",14,"1653",10
"554","410257","Maná",2,"1653",3
"555","470121","Maná",2,"1653",6
"556","550217","Maná",22,"1653",22
"557","232546","Maná",4,"1653",39
"558","191019","Maná",2,"1653",9
"559","26123","Maná",1,"1653",3
"560","526739","Maná",8,"1653",6
"561","759254","Maná",6,"1653",81
"562","262956","Maná",2,"1653",3
"563","438214","Maná",8,"1653",6
"564","396391","Maná",6,"1653",9
"565","360810","Maná",8,"1653",12
"566","242047","Adele",2,"55",20
"567","165997","Adele",4,"55",28
"568","235387","Adele",2,"55",7
"569","92688","Adele",4,"55",8
"570","394462","Adele",4,"55",6
"571","397367","Adele",2,"55",3
"572","488153","Adele",2,"55",5
"573","339227","Adele",4,"55",24
"574","344646","Adele",2,"55",4
"575","16085","Frankie Valli",4,"943",18
"576","173528","Frankie Valli",8,"943",6
"577","120224","Frankie Valli",4,"943",9
"578","558400","Maná",12,"1653",6
"579","130204","Maná",8,"1653",3
"580","423898","Maná",6,"1653",4
"581","223281","Maná",2,"1653",7
"582","693631","Maná",6,"1653",6
"583","513955","Maná",8,"1653",10
"584","445381","Maná",2,"1653",6
"585","143424","Il Divo",6,"1192",7
"586","620545","Maná",8,"1653",11
"587","278351","Maná",3,"1653",3
"588","95762","Maná",6,"1653",6
"589","510961","Maná",13,"1653",23
"590","314099","Il Divo",4,"1192",3
"591","281281","Maná",14,"1653",21
"592","382057","Maná",8,"1653",34
"593","611854","Maná",14,"1653",6
"594","635188","Maná",4,"1653",26
"595","360931","Maná",2,"1653",6
"596","608000","Maná",10,"1653",6
"597","110540","Il Divo",6,"1192",5
"598","311350","Maná",3,"1653",3
"599","273239","Maná",2,"1653",6
"600","409403","Maná",8,"1653",3
"601","544884","Maná",6,"1653",20
"602","274983","Maná",13,"1653",3
"603","436941","Il Divo",4,"1192",11
"604","413129","Maná",9,"1653",3
"605","298067","Maná",16,"1653",8
"606","466488","Maná",2,"1653",10
"607","7795","Maná",2,"1653",7
"608","455351","Maná",8,"1653",8
"609","621171","Maná",4,"1653",4
"610","652570","Maná",8,"1653",4
"611","431349","Maná",2,"1653",7
"612","230275","Maná",4,"1653",5
"613","672926","Maná",6,"1653",6
"614","378858","Maná",2,"1653",8
"615","426141","Maná",3,"1653",6
"616","518358","Maná",7,"1653",10
"617","486285","Maná",2,"1653",13
"618","520047","Maná",4,"1653",3
"619","392321","Maná",14,"1653",5
"620","734522","Maná",2,"1653",5
"621","293592","Maná",29,"1653",57
"622","268403","Maná",2,"1653",6
"623","152034","Maná",2,"1653",5
"624","243008","Maná",2,"1653",9
"625","205841","Maná",4,"1653",4
"626","207033","Maná",2,"1653",3
"627","497347","Maná",2,"1653",3
"628","146746","Maná",2,"1653",4
"629","96127","Maná",2,"1653",7
"630","753876","Maná",2,"1653",5
"631","551245","Maná",4,"1653",3
"632","748263","Maná",2,"1653",3
"633","424541","Maná",4,"1653",11
"634","482081","Maná",3,"1653",3
"635","218012","Country Megaticket",8,"579",9
"636","333643","Country Megaticket",2,"579",9
"637","360460","Country Megaticket",2,"579",4
"638","539325","Country Megaticket",8,"579",3
"639","762019","Country Megaticket",2,"579",7
"640","714239","Il Divo",2,"1192",14
"641","216110","Il Divo",4,"1192",4
"642","435662","Il Divo",12,"1192",9
"643","584649","Il Divo",6,"1192",8
"644","13020","Il Divo",2,"1192",15
"645","313276","Il Divo",5,"1192",92
"646","588246","Country Megaticket",2,"579",6
"647","618984","Il Divo",2,"1192",18
"648","156209","Country Megaticket",8,"579",5
"649","729807","Country Megaticket",4,"579",7
"650","506058","Country Megaticket",2,"579",4
"651","696450","Il Divo",2,"1192",3
"652","708868","Maná",16,"1653",9
"653","359279","Maná",12,"1653",16
"654","327798","Maná",8,"1653",11
"655","361132","Maná",6,"1653",7
"656","85893","Maná",4,"1653",7
"657","552965","Maná",2,"1653",4
"658","512097","Maná",6,"1653",4
"659","731345","Maná",8,"1653",4
"660","191850","Maná",1,"1653",5
"661","684106","Maná",1,"1653",5
"662","547514","Maná",8,"1653",52
"663","652110","Maná",2,"1653",14
"664","93882","Maná",4,"1653",8
"665","392778","Maná",2,"1653",5
"666","132951","Maná",5,"1653",26
"667","181537","Maná",4,"1653",3
"668","120125","Maná",4,"1653",4
"669","142659","Il Divo",2,"1192",24
"670","530267","Il Divo",2,"1192",7
"671","377838","Maroon 5",8,"1677",33
"672","447926","Maroon 5",3,"1677",3
"673","277185","Il Divo",6,"1192",11
"674","488894","Maroon 5",4,"1677",37
"675","577092","Maroon 5",8,"1677",5
"676","642967","Maroon 5",4,"1677",5
"677","507262","Maroon 5",4,"1677",3
"678","361595","Maroon 5",2,"1677",4
"679","275834","Maroon 5",4,"1677",3
"680","729085","Maroon 5",5,"1677",3
"681","283192","Maroon 5",2,"1677",3
"682","566830","Maroon 5",6,"1677",3
"683","708460","Maroon 5",2,"1677",8
"684","118842","Maroon 5",2,"1677",4
"685","679365","Maroon 5",8,"1677",50
"686","383640","Il Divo",2,"1192",5
"687","544398","Maroon 5",4,"1677",7
"688","473686","Maroon 5",2,"1677",4
"689","566917","Maroon 5",2,"1677",11
"690","749034","Maroon 5",6,"1677",5
"691","99478","Maroon 5",5,"1677",28
"692","630890","Maroon 5",5,"1677",52
"693","229958","Maroon 5",12,"1677",19
"694","559695","Maroon 5",6,"1677",3
"695","103556","Maroon 5",2,"1677",4
"696","271965","Maroon 5",4,"1677",10
"697","527119","Il Divo",6,"1192",23
"698","326019","Maroon 5",1,"1677",3
"699","25286","Maroon 5",4,"1677",28
"700","198969","Maroon 5",3,"1677",7
"701","390825","Maroon 5",4,"1677",4
"702","719507","Maroon 5",4,"1677",7
"703","186369","Maroon 5",2,"1677",7
"704","667884","Maroon 5",4,"1677",6
"705","720671","Maroon 5",4,"1677",5
"706","740984","Maroon 5",4,"1677",4
"707","570953","Maroon 5",2,"1677",7
"708","301713","Maroon 5",1,"1677",15
"709","176668","Maroon 5",1,"1677",5
"710","289984","Maroon 5",1,"1677",11
"711","334061","Maroon 5",1,"1677",25
"712","323736","Maroon 5",1,"1677",4
"713","186987","Maroon 5",1,"1677",14
"714","467305","Maroon 5",1,"1677",13
"715","497060","Maroon 5",1,"1677",5
"716","230683","Maroon 5",6,"1677",25
"717","706057","Maroon 5",18,"1677",21
"718","164598","Maroon 5",2,"1677",8
"719","370560","Maroon 5",3,"1677",3
"720","734433","Maroon 5",2,"1677",3
